PDB_ID,Total_DockQ_Score,DockQ_Score,F1_Score,Native_chains,Model_chains,Type,TM_Score,iptm,ptm
8SFR,0.604,0.583,0.694,"A, B","D, C","protein, rna",0.9083,0.8154099583625793,0.8554320931434631
8SFR,0.604,0.601,0.809,"A, D","D, B","protein, dna",0.9083,0.8154099583625793,0.8554320931434631
8SFR,0.604,0.64,0.925,"B, C","C, A","rna, dna",0.9083,0.8154099583625793,0.8554320931434631
8SFR,0.604,0.671,0.975,"C, D","A, B","dna, dna",0.9083,0.8154099583625793,0.8554320931434631
8SH5,0.682,0.574,0.875,"L, R","B, C","protein, rna",0.91206,0.789334774017334,0.8287380933761597
8SH5,0.682,0.657,0.923,"H, R","A, C","protein, rna",0.91206,0.789334774017334,0.8287380933761597
8SH5,0.682,0.814,0.848,"H, L","A, B","protein, protein",0.91206,0.789334774017334,0.8287380933761597
8SQU,0.694,0.538,0.485,"B, D","C, A","protein, dna",0.95189,0.8834824562072754,0.9009132981300354
8SQU,0.694,0.654,0.644,"B, C","C, B","protein, rna",0.95189,0.8834824562072754,0.9009132981300354
8SQU,0.694,0.705,0.776,"A, D","D, A","protein, dna",0.95189,0.8834824562072754,0.9009132981300354
8SQU,0.694,0.754,0.727,"A, C","D, B","protein, rna",0.95189,0.8834824562072754,0.9009132981300354
8SQU,0.694,0.755,0.835,"C, D","B, A","rna, dna",0.95189,0.8834824562072754,0.9009132981300354
8SQU,0.694,0.757,0.795,"A, B","D, C","protein, protein",0.95189,0.8834824562072754,0.9009132981300354
8SXT,0.32,0.105,0.028,"C, A","C, A","dna, protein",0.96105,0.8193577527999878,0.8821573257446289
8SXT,0.32,0.126,0.065,"B, A","B, A","rna, protein",0.96105,0.8193577527999878,0.8821573257446289
8SXT,0.32,0.729,0.348,"B, C","B, C","rna, dna",0.96105,0.8193577527999878,0.8821573257446289
8T29,0.578,0.365,0.545,"R, B","C, A","rna, protein",0.85284,0.7427088618278503,0.7969437837600708
8T29,0.578,0.473,0.862,"R, A","C, B","rna, protein",0.85284,0.7427088618278503,0.7969437837600708
8T29,0.578,0.897,0.903,"A, B","B, A","protein, protein",0.85284,0.7427088618278503,0.7969437837600708
8T2P,0.005,0.005,0.0,"A, B","A, B","rna, rna",0.26496,0.113445445895195,0.2047534584999084
8UZA,0.606,0.433,0.712,"A, B","A, B","protein, rna",0.9001,0.7729886174201965,0.8428784012794495
8UZA,0.606,0.55,0.672,"A, C","A, C","protein, dna",0.9001,0.7729886174201965,0.8428784012794495
8UZA,0.606,0.642,0.937,"B, C","B, C","rna, dna",0.9001,0.7729886174201965,0.8428784012794495
8UZA,0.606,0.658,0.968,"C, D","C, D","dna, dna",0.9001,0.7729886174201965,0.8428784012794495
8UZA,0.606,0.748,0.818,"A, D","A, D","protein, dna",0.9001,0.7729886174201965,0.8428784012794495
8VFS,0.631,0.631,0.812,"A, B","B, A","rna, rna",0.42473,0.3815068304538727,0.3969839811325073
8VIV,0.835,0.835,0.88,"A, B","B, A","protein, rna",0.98451,0.9418944716453552,0.9492213129997252
8VMB,0.54,0.447,0.857,"R, L","C, A","rna, protein",0.81183,0.7419425845146179,0.798870861530304
8VMB,0.54,0.472,0.787,"R, H","C, B","rna, protein",0.81183,0.7419425845146179,0.798870861530304
8VMB,0.54,0.699,0.852,"H, L","B, A","protein, protein",0.81183,0.7419425845146179,0.798870861530304
8WFA,0.167,0.026,0.0,"A, C","A, C","protein, rna",0.6142,0.1656346768140792,0.7775092124938965
8WFA,0.167,0.033,0.026,"A, B","A, B","protein, rna",0.6142,0.1656346768140792,0.7775092124938965
8WFA,0.167,0.443,0.974,"B, C","B, C","rna, rna",0.6142,0.1656346768140792,0.7775092124938965
8WRR,0.427,0.093,0.102,"A, B","D, C","protein, rna",0.59731,0.1870970726013183,0.4485117197036743
8WRR,0.427,0.291,0.353,"A, C","D, B","protein, dna",0.59731,0.1870970726013183,0.4485117197036743
8WRR,0.427,0.438,0.952,"B, C","C, B","rna, dna",0.59731,0.1870970726013183,0.4485117197036743
8WRR,0.427,0.575,0.722,"A, D","D, A","protein, dna",0.59731,0.1870970726013183,0.4485117197036743
8WRR,0.427,0.738,0.982,"C, D","B, A","dna, dna",0.59731,0.1870970726013183,0.4485117197036743
8WRS,0.204,0.008,0.0,"B, C","C, B","rna, dna",0.62674,0.1530628502368927,0.4255140125751495
8WRS,0.204,0.039,0.046,"A, B","D, C","protein, rna",0.62674,0.1530628502368927,0.4255140125751495
8WRS,0.204,0.119,0.034,"A, C","D, B","protein, dna",0.62674,0.1530628502368927,0.4255140125751495
8WRS,0.204,0.162,0.129,"A, D","D, A","protein, dna",0.62674,0.1530628502368927,0.4255140125751495
8WRS,0.204,0.691,0.915,"C, D","B, A","dna, dna",0.62674,0.1530628502368927,0.4255140125751495
8WRT,0.041,0.041,0.034,"A, B","B, A","protein, rna",0.65712,0.3102035224437713,0.4518570899963379
8WRU,0.182,0.013,0.0,"A, D","D, A","protein, dna",0.36247,0.4357775151729584,0.3812418282032013
8WRU,0.182,0.022,0.027,"A, B","D, C","protein, rna",0.36247,0.4357775151729584,0.3812418282032013
8WRU,0.182,0.038,0.037,"A, C","D, B","protein, dna",0.36247,0.4357775151729584,0.3812418282032013
8WRU,0.182,0.38,0.893,"B, C","C, B","rna, dna",0.36247,0.4357775151729584,0.3812418282032013
8WRU,0.182,0.457,1.0,"C, D","B, A","dna, dna",0.36247,0.4357775151729584,0.3812418282032013
8WRV,0.18,0.006,0.0,"A, B","B, A","protein, rna",0.23865,0.2002816051244735,0.2340563237667083
8WRV,0.18,0.008,0.0,"C, A","D, B","dna, protein",0.23865,0.2002816051244735,0.2340563237667083
8WRV,0.18,0.01,0.0,"D, A","C, B","dna, protein",0.23865,0.2002816051244735,0.2340563237667083
8WRV,0.18,0.362,0.838,"C, B","D, A","dna, rna",0.23865,0.2002816051244735,0.2340563237667083
8WRV,0.18,0.512,0.952,"C, D","D, C","dna, dna",0.23865,0.2002816051244735,0.2340563237667083
8WS9,0.183,0.008,0.0,"B, C","C, B","rna, dna",0.60265,0.1800195276737213,0.4525030255317688
8WS9,0.183,0.051,0.078,"A, B","D, C","protein, rna",0.60265,0.1800195276737213,0.4525030255317688
8WS9,0.183,0.066,0.0,"A, C","D, B","protein, dna",0.60265,0.1800195276737213,0.4525030255317688
8WS9,0.183,0.081,0.0,"A, D","D, A","protein, dna",0.60265,0.1800195276737213,0.4525030255317688
8WS9,0.183,0.709,0.897,"C, D","B, A","dna, dna",0.60265,0.1800195276737213,0.4525030255317688
8X5V,0.7,0.477,0.705,"A, B","D, C","protein, rna",0.93225,0.8990011215209961,0.895073652267456
8X5V,0.7,0.66,0.77,"A, C","D, B","protein, dna",0.93225,0.8990011215209961,0.895073652267456
8X5V,0.7,0.749,0.972,"B, C","C, B","rna, dna",0.93225,0.8990011215209961,0.895073652267456
8X5V,0.7,0.77,0.737,"A, D","D, A","protein, dna",0.93225,0.8990011215209961,0.895073652267456
8X5V,0.7,0.846,1.0,"C, D","B, A","dna, dna",0.93225,0.8990011215209961,0.895073652267456
8XCC,0.207,0.009,0.0,"A, C","A, C","protein, dna",0.36532,0.4947223663330078,0.3845659494400024
8XCC,0.207,0.009,0.0,"A, D","A, D","protein, dna",0.36532,0.4947223663330078,0.3845659494400024
8XCC,0.207,0.021,0.017,"A, B","A, B","protein, rna",0.36532,0.4947223663330078,0.3845659494400024
8XCC,0.207,0.435,0.933,"B, C","B, C","rna, dna",0.36532,0.4947223663330078,0.3845659494400024
8XCC,0.207,0.561,0.97,"C, D","C, D","dna, dna",0.36532,0.4947223663330078,0.3845659494400024
8XTP,0.004,0.004,0.0,"B, A","A, B","rna, rna",0.16753,0.0921712890267372,0.1678326725959777
8XYC,0.172,0.004,0.0,"D, A","C, B","dna, protein",0.34103,0.191637635231018,0.3666792809963226
8XYC,0.172,0.011,0.0,"B, A","D, B","dna, protein",0.34103,0.191637635231018,0.3666792809963226
8XYC,0.172,0.015,0.025,"A, C","B, A","protein, rna",0.34103,0.191637635231018,0.3666792809963226
8XYC,0.172,0.318,0.923,"B, C","D, A","dna, rna",0.34103,0.191637635231018,0.3666792809963226
8XYC,0.172,0.511,0.978,"B, D","D, C","dna, dna",0.34103,0.191637635231018,0.3666792809963226
8Y03,0.396,0.396,0.624,"A, G","B, A","protein, rna",0.79085,0.9048768281936646,0.8382249474525452
8Y04,0.566,0.437,0.416,"A, D","D, A","protein, dna",0.87396,0.9259639382362366,0.8803970217704773
8Y04,0.566,0.465,0.491,"A, C","D, B","protein, dna",0.87396,0.9259639382362366,0.8803970217704773
8Y04,0.566,0.607,0.882,"B, C","C, B","rna, dna",0.87396,0.9259639382362366,0.8803970217704773
8Y04,0.566,0.642,0.809,"A, B","D, C","protein, rna",0.87396,0.9259639382362366,0.8803970217704773
8Y04,0.566,0.677,0.936,"C, D","B, A","dna, dna",0.87396,0.9259639382362366,0.8803970217704773
8Y0C,0.692,0.574,0.808,"B, A","A, D","rna, protein",0.91162,0.8858481049537659,0.8884090185165405
8Y0C,0.692,0.643,0.774,"C, A","B, D","dna, protein",0.91162,0.8858481049537659,0.8884090185165405
8Y0C,0.692,0.664,0.98,"B, C","A, B","rna, dna",0.91162,0.8858481049537659,0.8884090185165405
8Y0C,0.692,0.784,0.787,"D, A","C, D","dna, protein",0.91162,0.8858481049537659,0.8884090185165405
8Y0C,0.692,0.795,0.98,"C, D","B, C","dna, dna",0.91162,0.8858481049537659,0.8884090185165405
8Y0D,0.63,0.507,0.637,"C, A","B, C","dna, protein",0.82815,0.9382557272911072,0.806404173374176
8Y0D,0.63,0.56,0.722,"B, A","A, C","rna, protein",0.82815,0.9382557272911072,0.806404173374176
8Y0D,0.63,0.822,0.92,"B, C","A, B","rna, dna",0.82815,0.9382557272911072,0.806404173374176
8Y7Z,0.631,0.481,0.448,"B, D","D, A","protein, dna",0.96892,0.9180051684379578,0.910216510295868
8Y7Z,0.631,0.506,0.537,"A, D","C, A","protein, dna",0.96892,0.9180051684379578,0.910216510295868
8Y7Z,0.631,0.604,0.724,"B, C","D, B","protein, rna",0.96892,0.9180051684379578,0.910216510295868
8Y7Z,0.631,0.605,0.644,"A, C","C, B","protein, rna",0.96892,0.9180051684379578,0.910216510295868
8Y7Z,0.631,0.692,0.99,"C, D","B, A","rna, dna",0.96892,0.9180051684379578,0.910216510295868
8Y7Z,0.631,0.899,0.922,"B, A","D, C","protein, protein",0.96892,0.9180051684379578,0.910216510295868
8Y9L,0.017,0.017,0.016,"A, B","B, A","protein, rna",0.25834,0.310532808303833,0.3582471013069153
8Y9M,0.093,0.009,0.0,"A, B","D, C","protein, rna",0.22221,0.3670389354228973,0.4057516157627105
8Y9M,0.093,0.012,0.0,"A, C","D, B","protein, rna",0.22221,0.3670389354228973,0.4057516157627105
8Y9M,0.093,0.024,0.009,"A, D","D, A","protein, rna",0.22221,0.3670389354228973,0.4057516157627105
8Y9M,0.093,0.18,0.585,"C, D","B, A","rna, rna",0.22221,0.3670389354228973,0.4057516157627105
8Y9M,0.093,0.242,0.659,"B, C","C, B","rna, rna",0.22221,0.3670389354228973,0.4057516157627105
8YDC,0.524,0.524,0.828,"A, B","B, A","rna, rna",0.41154,0.6099290251731873,0.4769734442234039
8Z1F,0.298,0.298,0.354,"T, A","B, A","rna, protein",0.91534,0.675423800945282,0.8467804789543152
8Z9K,0.203,0.203,0.451,"A, B","A, B","rna, rna",0.24911,0.2470500022172927,0.3221842050552368
8ZMI,0.243,0.028,0.04,"B, C","A, C","protein, rna",0.78734,0.6043609976768494,0.7157313227653503
8ZMI,0.243,0.034,0.03,"A, C","B, C","protein, rna",0.78734,0.6043609976768494,0.7157313227653503
8ZMI,0.243,0.666,0.84,"A, B","B, A","protein, protein",0.78734,0.6043609976768494,0.7157313227653503
8ZNJ,0.119,0.014,0.0,"A, E","D, A","protein, dna",0.70436,0.2440017610788345,0.614112377166748
8ZNJ,0.119,0.015,0.0,"A, D","D, B","protein, rna",0.70436,0.2440017610788345,0.614112377166748
8ZNJ,0.119,0.015,0.0,"B, E","C, A","protein, dna",0.70436,0.2440017610788345,0.614112377166748
8ZNJ,0.119,0.025,0.029,"B, D","C, B","protein, rna",0.70436,0.2440017610788345,0.614112377166748
8ZNJ,0.119,0.077,0.035,"A, B","D, C","protein, protein",0.70436,0.2440017610788345,0.614112377166748
8ZNJ,0.119,0.569,0.931,"D, E","B, A","rna, dna",0.70436,0.2440017610788345,0.614112377166748
8ZTY,0.016,0.016,0.0,"A, B","B, A","protein, rna",0.77088,0.2355971783399582,0.7803058624267578
9B2K,0.369,0.306,0.584,"B, P","B, A","rna, protein",0.46813,0.8659210801124573,0.788737416267395
9B2K,0.369,0.362,0.419,"A, P","C, A","rna, protein",0.46813,0.8659210801124573,0.788737416267395
9B2K,0.369,0.439,0.785,"A, B","C, B","rna, rna",0.46813,0.8659210801124573,0.788737416267395
9BXE,0.761,0.761,0.964,"A, B","A, B","rna, rna",0.36525,0.2827377915382385,0.3444583117961883
9C0I,0.418,0.054,0.151,"A, R","C, A","protein, rna",0.70673,0.5692011713981628,0.6217389702796936
9C0I,0.418,0.314,0.722,"P, R","B, A","dna, rna",0.70673,0.5692011713981628,0.6217389702796936
9C0I,0.418,0.885,0.862,"A, P","C, B","protein, dna",0.70673,0.5692011713981628,0.6217389702796936
9CER,0.008,0.008,0.0,"P, W","A, B","protein, rna",0.21999,0.1926339417695999,0.4002499878406524
9CEU,0.208,0.081,0.027,"N, P","D, C","dna, protein",0.84067,0.3114231526851654,0.5741997957229614
9CEU,0.208,0.085,0.08,"P, W","C, A","protein, rna",0.84067,0.3114231526851654,0.5741997957229614
9CEU,0.208,0.094,0.037,"P, T","C, B","protein, dna",0.84067,0.3114231526851654,0.5741997957229614
9CEU,0.208,0.374,0.824,"T, W","B, A","dna, rna",0.84067,0.3114231526851654,0.5741997957229614
9CEU,0.208,0.405,0.911,"N, T","D, B","dna, dna",0.84067,0.3114231526851654,0.5741997957229614
9CMP,0.568,0.417,0.4,"T, A","B, A","rna, protein",0.8796,0.3114383518695831,0.879368245601654
9CMP,0.568,0.522,0.621,"G, A","C, A","rna, protein",0.8796,0.3114383518695831,0.879368245601654
9CMP,0.568,0.765,0.901,"G, T","C, B","rna, rna",0.8796,0.3114383518695831,0.879368245601654
9CPD,0.802,0.802,0.954,"A, B","B, A","rna, rna",0.41024,0.3683998584747314,0.4042843878269195
9CPJ,0.749,0.749,0.985,"A, B","B, A","rna, rna",0.43385,0.3670898973941803,0.4062981903553009
9DCF,0.052,0.014,0.0,"A, C","C, A","protein, rna",0.48265,0.4178472459316253,0.6310682892799377
9DCF,0.052,0.03,0.0,"A, B","C, B","protein, protein",0.48265,0.4178472459316253,0.6310682892799377
9DCF,0.052,0.113,0.148,"B, C","B, A","protein, rna",0.48265,0.4178472459316253,0.6310682892799377
9DIB,0.007,0.007,0.0,"A, B","B, A","rna, rna",0.19055,0.0580290928483009,0.2362869530916214
9DIG,0.113,0.113,0.351,"A, B","A, B","rna, rna",0.24915,0.0757743492722511,0.2401334941387176
9DII,0.015,0.015,0.0,"A, B","A, B","rna, rna",0.18507,0.0504561141133308,0.2362774908542633
9DTT,0.009,0.009,0.0,"A, B","B, A","protein, rna",0.70334,0.131151482462883,0.7100682258605957
9E7G,0.624,0.53,0.839,"H, R","C, A","protein, rna",0.86392,0.7607806324958801,0.8068843483924866
9E7G,0.624,0.569,1.0,"L, R","B, A","protein, rna",0.86392,0.7607806324958801,0.8068843483924866
9E7G,0.624,0.772,0.865,"H, L","C, B","protein, protein",0.86392,0.7607806324958801,0.8068843483924866
9ENE,0.137,0.016,0.0,"A, C","D, B","protein, rna",0.75799,0.7432438731193542,0.7527133822441101
9ENE,0.137,0.016,0.0,"B, D","C, A","protein, rna",0.75799,0.7432438731193542,0.7527133822441101
9ENE,0.137,0.032,0.042,"B, C","C, B","protein, rna",0.75799,0.7432438731193542,0.7527133822441101
9ENE,0.137,0.034,0.047,"A, D","D, A","protein, rna",0.75799,0.7432438731193542,0.7527133822441101
9ENE,0.137,0.586,0.869,"A, B","D, C","protein, protein",0.75799,0.7432438731193542,0.7527133822441101
9FCV,0.055,0.055,0.057,"A, B","B, A","protein, rna",0.93031,0.2248931527137756,0.7447730898857117
9GBZ,0.184,0.025,0.0,"C, R","C, A","protein, rna",0.75835,0.5118822455406189,0.5719122290611267
9GBZ,0.184,0.031,0.025,"B, R","D, A","protein, rna",0.75835,0.5118822455406189,0.5719122290611267
9GBZ,0.184,0.036,0.0,"C, G","C, B","protein, rna",0.75835,0.5118822455406189,0.5719122290611267
9GBZ,0.184,0.185,0.52,"G, R","B, A","rna, rna",0.75835,0.5118822455406189,0.5719122290611267
9GBZ,0.184,0.646,0.719,"B, C","D, C","protein, protein",0.75835,0.5118822455406189,0.5719122290611267
9H82,0.055,0.055,0.0,"E, B","B, A","rna, rna",0.08929,0.3350736796855926,0.3446509838104248
9H83,0.116,0.021,0.0,"A, C","C, A","rna, rna",0.22869,0.2777769863605499,0.3134329915046692
9H83,0.116,0.022,0.0,"A, B","C, D","rna, rna",0.22869,0.2777769863605499,0.3134329915046692
9H83,0.116,0.05,0.0,"D, C","B, A","rna, rna",0.22869,0.2777769863605499,0.3134329915046692
9H83,0.116,0.167,0.0,"C, B","A, D","rna, rna",0.22869,0.2777769863605499,0.3134329915046692
9H83,0.116,0.322,0.703,"D, B","B, D","rna, rna",0.22869,0.2777769863605499,0.3134329915046692
9I8B,0.646,0.646,0.964,"A, B","B, A","rna, rna",0.39022,0.6651098132133484,0.6672684550285339
9IIY,0.53,0.418,0.481,"A, C","C, A","protein, rna",0.84463,0.5439171195030212,0.7088371515274048
9IIY,0.53,0.503,0.579,"A, B","C, B","protein, rna",0.84463,0.5439171195030212,0.7088371515274048
9IIY,0.53,0.668,0.804,"B, C","B, A","rna, rna",0.84463,0.5439171195030212,0.7088371515274048
9IIZ,0.508,0.39,0.485,"A, C","C, A","protein, rna",0.8762,0.392535924911499,0.6932174563407898
9IIZ,0.508,0.448,0.643,"A, B","C, B","protein, rna",0.8762,0.392535924911499,0.6932174563407898
9IIZ,0.508,0.685,0.94,"B, C","B, A","rna, rna",0.8762,0.392535924911499,0.6932174563407898
9IJ0,0.637,0.426,0.462,"A, B","C, B","protein, rna",0.89928,0.7607682347297668,0.7450113296508789
9IJ0,0.637,0.708,0.667,"A, C","C, A","protein, rna",0.89928,0.7607682347297668,0.7450113296508789
9IJ0,0.637,0.777,0.895,"B, C","B, A","rna, rna",0.89928,0.7607682347297668,0.7450113296508789
9IJ1,0.204,0.016,0.01,"A, B","C, B","protein, rna",0.9334,0.4486145079135895,0.7198522090911865
9IJ1,0.204,0.018,0.0,"A, C","C, A","protein, rna",0.9334,0.4486145079135895,0.7198522090911865
9IJ1,0.204,0.58,0.901,"B, C","B, A","rna, rna",0.9334,0.4486145079135895,0.7198522090911865
9IJ2,0.486,0.313,0.207,"A, C","A, C","protein, rna",0.8787,0.7069501876831055,0.730462908744812
9IJ2,0.486,0.43,0.598,"A, B","A, B","protein, rna",0.8787,0.7069501876831055,0.730462908744812
9IJ2,0.486,0.715,0.881,"B, C","B, C","rna, rna",0.8787,0.7069501876831055,0.730462908744812
9IJ3,0.66,0.609,0.698,"A, C","C, A","protein, rna",0.90681,0.5347535014152527,0.7306731939315796
9IJ3,0.66,0.63,0.791,"A, B","C, B","protein, rna",0.90681,0.5347535014152527,0.7306731939315796
9IJ3,0.66,0.741,0.947,"B, C","B, A","rna, rna",0.90681,0.5347535014152527,0.7306731939315796
9IJ4,0.618,0.542,0.565,"A, C","C, A","protein, rna",0.94005,0.5104327201843262,0.725618839263916
9IJ4,0.618,0.614,0.723,"A, B","C, B","protein, rna",0.94005,0.5104327201843262,0.725618839263916
9IJ4,0.618,0.699,0.955,"B, C","B, A","rna, rna",0.94005,0.5104327201843262,0.725618839263916
9IJ5,0.624,0.56,0.659,"A, C","A, B","protein, rna",0.91342,0.5787890553474426,0.7088046073913574
9IJ5,0.624,0.623,0.771,"A, B","A, C","protein, rna",0.91342,0.5787890553474426,0.7088046073913574
9IJ5,0.624,0.69,0.948,"B, C","C, B","rna, rna",0.91342,0.5787890553474426,0.7088046073913574
9JSP,0.735,0.631,0.653,"A, T","D, A","protein, dna",0.95196,0.9065709710121156,0.8638265132904053
9JSP,0.735,0.664,0.521,"A, B","D, C","protein, protein",0.95196,0.9065709710121156,0.8638265132904053
9JSP,0.735,0.723,0.785,"A, G","D, B","protein, rna",0.95196,0.9065709710121156,0.8638265132904053
9JSP,0.735,0.742,0.588,"B, G","C, B","protein, rna",0.95196,0.9065709710121156,0.8638265132904053
9JSP,0.735,0.806,1.0,"B, T","C, A","protein, dna",0.95196,0.9065709710121156,0.8638265132904053
9JSP,0.735,0.848,0.923,"G, T","B, A","rna, dna",0.95196,0.9065709710121156,0.8638265132904053
9KAD,0.082,0.082,0.0,"A, B","A, B","rna, rna",0.33702,0.3979176878929138,0.4316953718662262
9KPH,0.005,0.005,0.0,"A, B","A, B","rna, rna",0.19558,0.0667678713798523,0.1610850840806961
9KPO,0.011,0.011,0.022,"B, A","B, A","rna, rna",0.15807,0.0668425410985946,0.1679288148880005
9L6Y,0.706,0.706,0.88,"A, B","D, B","protein, rna",0.90055,0.4711456596851349,0.571688711643219
9MX3,0.262,0.023,0.0,"A, C","A, B","protein, rna",0.85612,0.4033162295818329,0.8250149488449097
9MX3,0.262,0.026,0.0,"A, B","A, C","protein, rna",0.85612,0.4033162295818329,0.8250149488449097
9MX3,0.262,0.737,0.918,"C, B","B, C","rna, rna",0.85612,0.4033162295818329,0.8250149488449097
9NVU,0.15,0.01,0.002,"P, W","C, A","protein, rna",0.51557,0.1713079959154129,0.4935571253299713
9NVU,0.15,0.017,0.031,"N, P","D, C","dna, protein",0.51557,0.1713079959154129,0.4935571253299713
9NVU,0.15,0.029,0.083,"P, T","C, B","protein, dna",0.51557,0.1713079959154129,0.4935571253299713
9NVU,0.15,0.334,0.894,"T, W","B, A","dna, rna",0.51557,0.1713079959154129,0.4935571253299713
9NVU,0.15,0.36,0.907,"N, T","D, B","dna, dna",0.51557,0.1713079959154129,0.4935571253299713
M1209,0.485,0.357,0.906,"A, 0","A, C","protein, rna",0.69966,0.786207914352417,0.8334037661552429
M1209,0.485,0.514,1.0,"B, 0","B, C","protein, rna",0.69966,0.786207914352417,0.8334037661552429
M1209,0.485,0.585,0.911,"A, B","A, B","protein, protein",0.69966,0.786207914352417,0.8334037661552429
M1293,0.591,0.479,0.571,"B, 1","B, C","protein, rna",0.85049,0.8043125867843628,0.8315776586532593
M1293,0.591,0.502,0.896,"A, 1","A, C","protein, rna",0.85049,0.8043125867843628,0.8315776586532593
M1293,0.591,0.792,0.852,"A, B","A, B","protein, protein",0.85049,0.8043125867843628,0.8315776586532593
M1296,0.444,0.268,0.25,"B, 0","B, C","protein, rna",0.8054,0.74192214012146,0.8017231822013855
M1296,0.444,0.363,0.733,"A, 0","A, C","protein, rna",0.8054,0.74192214012146,0.8017231822013855
M1296,0.444,0.701,0.877,"A, B","A, B","protein, protein",0.8054,0.74192214012146,0.8017231822013855
